volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,accepted_name,thailand,distribution,ecology,family_url,genus_url,species_url,scraped_at
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea hirsuta (Less.) M.R.Almeida,This is currently accepted.,"NORTHERN: Mae Hong Son (Muang Sroi Falls), Chiang Mai (Doi Mae Ya, Doi Suthep Pui NP, Mae Sao Watershed Management Station), Chiang Rai (Doi Tung), Tak (Doi Pha Hom); NORTH-EASTERN: Phetchabun (Nam Nao NP), Loei (Phu Luang, Phu Thong), Sakon Nakhon (Phu Phan NP); EASTERN: Nakhon Ratchasima (Khao Yai NP); SOUTH-WESTERN: Kanchanaburi (Song Tho, Thong Phaphum to Pilok), Ratchaburi (Bang Saphan); CENTRAL: Nakhon Nayok (Khao Yai NP); SOUTH-EASTERN: Chanthaburi (Khao Phrabat, Khitchakut NP, Khao Soi Dao North); PENINSULAR: Ranong (Khao Phota Chongdong), Phangnga (Takuapa, Naichong).","China (Hainan, Guangdong, Hong Kong), India, Bhutan, Nepal, Myanmar, Indochina, Malaysia (Penang, Sabah), Indonesia (Borneo, Sumatra, Celebes, Java), the Philippines (Luzon, Mindanao).","By roads in open dry evergreen forests, old clearings along edges of open evergreen forests or by streams in pine and dipterocarp forests, 10–1,300 m alt. Flowering: September–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06221,2025-10-20T20:57:32.523336+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea hieraciifolia (D.Don) DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Khun Khong, Doi Suthep, Summit of Doi Hua Lon, Mae Seuk, Mae Chaem), Chiang Rai.","China (Hainan, Guangdong, Yunnan, Sichuan, Guizhou, Guangxi, Taiwan), India, Bhutan, Nepal, Pakistan, Myanmar, Laos, Vietnam, Indonesia (Maluku, West Irian Jaya), the Philippines (Luzon, Mindanao).","Open completely deforestsed hill evergreen forests, deciduous forests, 200–1,900 m alt. Flowering: November–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06220,2025-10-20T20:57:35.333087+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea macrostachya DC.,This is currently accepted.,NORTH-EASTERN: Phetchabun (Nam Nao NP).,"China (Hainan, Guangdong, Yunnan, Guangxi), India, Bhutan, Bangladesh, Nepal, Myanmar, Laos, Vietnam, Indonesia (Sumatra, West Irian Jaya), the Philippines (Luzon).","Occurring along streams, above 650 m alt. Flowering: January–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06226,2025-10-20T20:57:37.933779+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea axillaris (Lam.) DC.,This is currently accepted.,"NORTHERN: Mae Hong Son (Mae Sariang, Mo Paeng Falls), Chiang Mai (Ban Angka Noi, Chom Thong, Doi Suthep, Maesa NP, Pha Hom Pok, Om Koi along route 1099, Ban San Bong, San Sai), Chiang Rai (Ban Nong Lu), Lampang (Mae Yom); NORTH-EASTERN: Phetchabun (Thung Salaeng Luang NP), Loei (Si Than, Phu Kradueng NP); EASTERN: Ubon Ratchathani (Khemarat); CENTRAL: Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Sa Kaeo (Khao Chakan Arboretum), Prachin Buri (Chakan Arboretum), Chanthaburi (Khao Soi Dao); PENINSULAR: Ranong (Klang Kamphuam, Kraburi, Bang Yai Falls).","Africa, Madagascar, Afghanistan, China (Hainan, Guangdong, Yunnan, Sichuan, Guizhou, Guangxi, Hong Kong, Taiwan), India, Bhutan, Nepal, Pakistan, Sri Lanka, Myanmar, Indochina, Malaysia (Peninsular), Indonesia (Java), the Philippines (Luzon, Mindoro), New Caledonia, Australia (Northern Territory, Queensland, Western Australia).","Dry rice fields, on grassy slopes or by open streams in dipterocarp forests, 160–1,400 m alt. Flowering: January–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06214,2025-10-20T20:57:40.946507+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea saxatilis Zoll. & Moritzi,This is currently accepted.,NORTH-EASTERN: Sakon Nakhon (Wa Non); Khon Kaen (Phon); EASTERN: Ubon Ratchathani.,Vietnam and Laos through Malaysia and Indonesia to Papua New Guinea and N Australia.,"In dry dipterocarp forests, usually in clearings on rocky or sandy soil. Also in old rice fields and on saline soils, from sea level to 700 m alt. Flowering: October–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06231,2025-10-20T20:57:43.618404+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea sinuata (Lour.) Merr.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Suthep, Doi Inthanon, Doi Mae Ya, Huai Kaeo Arboretum), Lampang (Chae Son NP), Phrae (Mae Yom NP, Long), Tak (Lan Sang NP); NORTH-EASTERN: Phetchabun (Thung Salaeng Luang NP, Nam Nao NP), Loei (Phu Kradueng), Khon Kaen (Tham Phothiyan, Phu Khiao); SOUTH-WESTERN: Uthai Thani (Katatak, Ban Rai); CENTRAL: Ang Thong; SOUTH-EASTERN: Rayong (Ban Pe), Chanthaburi (Khao Soi Dao).","China (Hainan, Gaungdong, Yunnan, Guangxi, Hong Kong, Taiwan), Japan (Kyushu, Ryukyu), India, Bhutan, Nepal, Pakistan, Sri Lanka, Myanmar, Indochina, Malaysia (Peninsular), Indonesia (Java, Kalimantan, Sulawesi, Lombok, Sumbawa, West Timor), the Philippines (Bababac, Culion, Leyte, Luzon, Mindanao, Samar), Papua New Guinea, New Caledonia, Guam.","A common weed in rice fields and in disturbed areas, from sea level to above 1,900 m alt. Flowering: November–June.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06233,2025-10-20T20:57:46.307268+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea paniculata (Willd.) M.R.Almeida,Pluchea paniculata,"NORTHERN: Mae Hong Son (Pai, Huai Yuak, Mo Paeng Falls), Chiang Mai (Ban Mae Kon, Doi Suthep, Fang Hot Spring Park, Mae Sa, Fang, Doi Chiang Dao, Doi Suthep), Chiang Rai (Ban Yang Kham Nu), Lampang (Ban Mae Thak to Hang Chat, Huai Mae San); NORTH-EASTERN: Phetchabun (Nam Nao NP), Loei (Phu Luang, Phu Kradueng), Nakhon Phanom (Phu Mu Forest Park), Muk Dahan (Kham Cha-i), Khon Kaen (Nong Waeng, Phaphang Forest Park); SOUTH-WESTERN: Uthai Thani (Huai Kha Khaeng WS), Kanchanaburi (Sai Yok Noi, Sai Yok Yai, Erawan NP, Wangka); CENTRAL: Ang Thong, Saraburi (Sam Lan); SOUTH-EASTERN: Prachin Buri, Chon Buri (Chundaten Falls, Khao Yai NP), Chanthaburi (Khitchakut NP, Khlong Narai Falls); PENINSULAR: Ranong (Khao Phota Luang Kaeo), Phangnga (Ko Talibong), Trang (Khao Chong), Songkhla (Boriphat Falls).","China (Hainan, Guangdong, Yunnan, Taiwan), India, Bhutan, Nepal, Pakistan, Sri Lanka, Myanmar, Laos, Vietnam, Malaysia (Peninsular), Indonesia (Kalimantan, Java), New Caledonia.","Cultivated fields, on humus slopes in deciduous forests or along rocky shores, dry evergreen forests, usually near streams, to 1,500 m alt. Flowering: November–April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06229,2025-10-20T20:57:48.965325+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea napifolia DC.,This is currently accepted.,"NORTHERN: Mae Hong Son (Mo Paeng Falls), Chiang Mai (Doi Suthep, Huai Kaeo Arboretum, Doi Chiang Dao, Fang Hot Spring Park, Huai Nam Dang, Doi Chang), Chiang Rai (Ban Nong Lu, Doi Tung, Wat Tham Saohin Phayanak, Mae Sai), Lampang (Mae Thak, Doi Khun Tan, Mae Tha distr.), Nan, Phrae (Mae Yom NP, Sahiap, Long), Tak (Rahaeng, Khao Phra Wo), Kamphaeng Phet; NORTH-EASTERN: Phetchabun (Huai Pong, Thung Salaeng Luang NP, Nam Nao NP, Bueng Samphan), Loei (Phu Kradueng, Si Than, Chiang Khan, Ban Na Ao), Nakhon Phanom (Phu Mu Forest Park, Nikhom Khamsoi), Khon Kaen (Phu Wiang); EASTERN: Nakhon Ratchasima (Khao Yai NP); SOUTH-WESTERN: Kanchanaburi (Thung Yai Naresuan, Lai Wo, Ban Sa-ne, Karen Village), Sangkhla, Singkhon Thapo, Sai Yok Yai Falls, Kroengkawia, Thong Phaphum to Pilok), Ratchaburi (Wangka); CENTRAL: Sing Buri, Phra Nakhon Si Ayutthaya, Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Prachin Buri (Chakan Arboretum, Ban Mu Angkao), Chanthaburi (Khao Soi Dao, Makham), Trat (Ko Chang); PENINSULAR: Ranong (Khao Phota Luang Kaeo, Praphat beach, Lamliang), Surat Thani (Klong Saeng WS, Chiao Lan Reservoir, Ban Takum), Satun (Khuan Bo).","China (Hainan), India, Bhutan, Nepal, Myanmar, Indochina, Malaysia (Peninsular), Indonesia (Java).","A very common weed in rice fields and disturbed areas, deciduous forests with bamboo and in open dry areas of mixed evergreen forests, dry evergreen forests, from sea level to 1,700 m alt. Flowering: December–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06227,2025-10-20T20:57:51.595478+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea lacera (Burm.f.) DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Suthep, Fang Hot Spring Park) Sukhothai (Ramkhamhaeng NP), Kamphaeng Phet; NORTH-EASTERN: Phetchabun (Kaeng Sopha Falls, Thung Salaeng Luang NP), Loei (Phu Kradueng); CENTRAL: Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Chanthaburi, Trat (Ko Chang, Khao Ngop); PENINSULAR: (Surat Thani, Khlong Saeng WS).","Africa, China (Guangzhou, Yunnan, Taiwan), India, Bhutan, Nepal, Pakistan, Sri Lanka, Myanmar, Indochina, Malaysia (Peninsular, Sabah), Indonesia (Kalimantan, Sulawesi, Sumatra, Java, West Papua), the Philippines (Culion, Luzon, Mindanao, Mindoro, Negros, Palawan, Panay, Samar), Papua New Guinea, Timor-Leste, Australia (Queensland), New Caledonia.","Weeds in rather dry fields, at roadsides, edges of forests, from sea level to 1,000 m alt. Flowering: September–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06224,2025-10-20T20:57:54.209039+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea virens Wall. ex DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Mae Ya Falls, Doi Chiang Dao); NORTH-EASTERN: Phetchabun (Kaeng Sopha Falls, Thung Salaeng Luang NP), Loei (Phu Kradueng); EASTERN: Nakhon Ratchasima (Khao Yai NP), Mukdahan (Phu Mu Forest Park, Nikhom Khamsoi); SOUTH-WESTERN: Kanchanaburi (Khao Laem Dam, Thong Phaphum to Pilok, Sai Yok Yai Falls); CENTRAL: Lop Buri, Saraburi (Sam Lan), Nakhon Nayok (Nang Rong Falls), Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Rayong (Khao Chamao NP), Chanthaburi (Khitchakut NP), Trat (Ko Chang); PENINSULAR: Ranong (La-un), Phuket (Khao Phra Thaeo WS).","China (Yunnan), India, Bhutan, Nepal, Pakistan, Myanmar, Laos, Vietnam, Malaysia (Peninsular), Indonesia (Java), the Philippines (Culion, Luzon, Mindanao), Fiji.","Moist sandy soils in dry evergreen forests or bamboo thickets, by rocky streams, 50–1,400 m alt. Flowering: December–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=06234,2025-10-20T20:57:56.900918+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea aromatica DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Chiang Dao, Doi Inthanon, Doi Pha Hom Pok, Doi Suthep; NORTH-EASTERN: Phetchabun (Nam Nao NP), Loei (Phu Kradueng); SOUTH-EASTERN: Chanthaburi (Khao Soi Dao); PENINSULAR: Ranong (Khao Phota Luang Kaeo).","Nepal Himalaya (type from the valleys between Nepal and Noakote), N India, Bhutan, Myanmar, China (Hainan, Taiwan, Tibet, Guangdong, Guizhou, Guangxi, Yunnan), Taiwan, the Philippines, Indochina, Malaysia, Indonesia.","Clearings in open evergreen forests, 475–1,900 m alt. Flowering: October–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06213,2025-10-20T20:57:59.662338+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea axillaris (Lam.) DC.,This is currently accepted.,"NORTHERN: Mae Hong Son (Mae Sariang, Mo Paeng Falls), Chiang Mai (Ban Angka Noi, Chom Thong, Doi Suthep, Maesa NP, Pha Hom Pok, Om Koi along route 1099, Ban San Bong, San Sai), Chiang Rai (Ban Nong Lu), Lampang (Mae Yom); NORTH-EASTERN: Phetchabun (Thung Salaeng Luang NP), Loei (Si Than, Phu Kradueng NP); EASTERN: Ubon Ratchathani (Khemarat); CENTRAL: Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Sa Kaeo (Khao Chakan Arboretum), Prachin Buri (Chakan Arboretum), Chanthaburi (Khao Soi Dao); PENINSULAR: Ranong (Klang Kamphuam, Kraburi, Bang Yai Falls).","Africa, Madagascar, Afghanistan, China (Hainan, Guangdong, Yunnan, Sichuan, Guizhou, Guangxi, Hong Kong, Taiwan), India, Bhutan, Nepal, Pakistan, Sri Lanka, Myanmar, Indochina, Malaysia (Peninsular), Indonesia (Java), the Philippines (Luzon, Mindoro), New Caledonia, Australia (Northern Territory, Queensland, Western Australia).","Dry rice fields, on grassy slopes or by open streams in dipterocarp forests, 160–1,400 m alt. Flowering: January–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06214,2025-10-20T20:58:02.487586+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea balsamifera (L.) DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Chiang Dao, Doi Suthep, Ban Angka Noi, Chom Thong, Pha Hom Pok, SW of Doi Chang), Tak (Huai Krasa, Mae Sot); NORTH- EASTERN: Loei (Si Than); CENTRAL: Nakhon Nayok (Khao Yai NP), Krung Thep Maha Nakhon (Bangkok); SOUTH- EASTERN: Chanthaburi (Pong Nam Ron), Trat (Ko Chang); SOUTH-WESTERN: Uthai Thani (Huai Kha Khaeng), Kanchanaburi (Klang Dong), Ratchaburi (Bang Saphan); CENTRAL: Krung Thep Maha Nakhon (Bangkok); PENINSULAR: Chumphon, Ranong (Khao Phota Luang Kaeo, Praphat beach), Trang (Khao Phap Pha, Khao Chong NP), Narathiwat (Waeng).","China (Hainan, Tibet, Yunnan, Guizhou, Taiwan), India, Bhutan, Nepal, Pakistan, Sri Lanka, Myanmar, Indochina, Malaysia (Sabah, Sarawak), Singapore, Brunei, Indonesia (Borneo, Sumatra, Celebes, Java, Moluccas), the Philippines (Luzon, Leyte, Mindanao, Negros, Palawan, Sulu, Tawi-Tawi), Timor-Leste (Dili), Australia (Christmas Island).","Old clearings or clearings near villages, at roadsides, on dry slopes in deciduous forests or in open evergreen forests and in mixed bamboo thickets, 120–1,400 m alt. Flowering all year round.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06215,2025-10-20T20:58:05.291501+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea densiflora DC.,This is currently accepted.,"NORTHERN: Mae Hong Son (Pai), Chiang Mai (Doi Suthep, Doi Inthanon, Doi Pha Hom Pok, Doi Chang, Muang Khu to Huai Thak, Doi Chong, Doi Khun Huai Pong), Nan (Ban Thin), Tak (Doi Pae Poe); SOUTH-WESTERN: Kanchanaburi (Khao Kamphaeng, Pilok); PENINSULAR: Phangnga (Khao Bangto), Narathiwat (Waeng).","China (Yunnan), India, Bhutan, Nepal, Pakistan, Myanmar, Laos, Vietnam, Malaysia (Penang), Indonesia (Sumatra, Java), the Philippines (Negros), New Caledonia.","Grassy slopes in evergreen forests, on waste slopes in old clearings or in open spaces of bamboo thickets, 1,000–1,800 m alt. Flowering: October–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06216,2025-10-20T20:58:07.852269+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea fistulosa (Roxb.) Kurz,This is currently accepted.,"NORTHERN: Mae Hong Son (Pai WS, Mo Paeng Falls, Mae Sariang, Huai Hi), Chiang Mai (Doi Chang, Doi Chiang Dao, Doi Inthanon, Doi Mae Ya, Doi Pui, Doi Suthep, Mae Taman Reforestation Unit, Bo Luang, Pha Hom Pok, Muang to Yang, Ban Mae Khon, Mae Sanam, Hot, Mae Sao Watershed Management Station, Om Koi, Pine Improvement Centre, Fang to Chiang Rai along route 109, Doi Ruea Wuak), Chiang Rai (Chiang Khan, Pang Kia, Mae Sai, Doi Tung, Ban Hua Suek), Lampang (Ban Mae Thak, Huai Maesan, Hangchat, Doi Khun Tan, Mae Tha), Phrae (Huai Rong, Den Chai), Tak; NORTH-EASTERN: Phetchabun (Pha Daeng Cliff, Nam Nao NP), Loei (Phu Kradueng, Phu Luang), Nakhon Phanom (Dongman), Mukdahan; EASTERN: Nakhon Ratchasima (Khao Khiao to Wang Takrai Falls, Khao Yai NP); SOUTH-WESTERN: Uthai Thani (Ma Di river area, Huai Kha Khaeng WS); Kanchanaburi (Huai Lam Ton to Erawan Falls); SOUTH-EASTERN: Prachin Buri, Chon Buri (Nong Yai Bu, Sri Racha).","China (Hainan, Guangdong, Yunnan, Guizhou, Guangxi, Hong Kong), India (type), Bhutan, Nepal, Myanmar, Indochina.","Among grasses in oak forests, humus-rich slopes in open hill evergreen, mixed deciduous, dry dipterocarp forests, clearings in limestone areas, 200–1,600 m alt. Flowering: October–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06217,2025-10-20T20:58:10.735274+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea flava DC.,This is currently accepted.,"NORTHERN: Mae Hong Son (Khun Yuam, Ban Huai Hi, Pai, Mo Paeng Falls), Chiang Mai (Khun Khong, Doi Pha Hom Pok, Doi Suthep, Doi Chiang Dao, Doi Angka, Mae Klang Falls, Ban Yang, Doi Inthanon, Mae Pau, Sop Ap, Mae Hoi, Mae Chia-Ban, Mae Kon, Doi Chang, Mae Sanam, Omkoi, Maelit Bridge, Mae Pan Falls, Mae Sao Watershed Management Station), Chiang Rai (Doi Phacho, Chiang Khan), Lampang (Huai Maesan, Khun Tan NP, Chae Son NP), Nan (Pha Sing), Tak (Khao Phra Wo, Raheng, Umphang); NORTH-EASTERN: Phetchabun (Nam Nao NP, Thung Salaeng Luang NP), Loei (Phu Kradueng, Phu Luang), Nong Khai (Sangkhom), Sakon Nakhon (Phu Phan NP), Nakhon Phanom, Mukdahan (Dongman, Phu Mu NP), Khon Kaen (Mo Din Daeng, Phu Wiang NP, Phu Ta Ka, Wiang Kao); EASTERN: Chaiyaphum (Huai Pathao, Phu Khiao), Nakhon Ratchasima (Nong Phakchi, Khao Yai NP), Ubon Ratchathani (Chong Mek); SOUTH-WESTERN: Uthai Thani (Huai Kha Kaeng WS); Kanchanaburi (Huai Bankao, Thong Phaphum); SOUTH-EASTERN: Trat (Ko Chang); PENINSULAR: Phangnga (Ko Kho Khao).","Pakistan, India (Eastern India – type, Bengal, Mysore), Nepal (type of","Dry grassy slopes in old clearings, mixed deciduous and dipterocarp forests, pine-oak forests, 450–1,800 m alt. Flowering: November–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06218,2025-10-20T20:58:13.694184+00:00
13,Compositae (Asteraceae),14. Blumea,Blumea,14.0,Blumea hamiltonii DC.,This is currently accepted.,"NORTHERN: Chiang Mai (Khun Khong), Chiang Rai.","China (Yunnan, Taiwan), India, Myanmar, Laos, Vietnam, Indonesia (Sumatra).","Occurring in grasslands, in shady places, to 1,100 m alt. Flowering: March–June.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Compositae (Asteraceae)&volumeno=13,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Blumea&tdcode=06212,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06219,2025-10-20T20:58:16.470756+00:00
